title,year,genre,country,avg_vote
Darcy,2020,Drama,USA,4.3
Franny,2015,Drama,USA,5.1
"Oliver, Stoned.",2014,Comedy,USA,4.1
Zong pu shi,2013,Comedy,Taiwan,6.5
Kanagawa geijutsu daigaku eizou gakka kenkyuushitsu,2013,Drama,Japan,1.8
Otadzbina,2015,Drama,Serbia,5.2
Incidencias,2015,Comedy,Spain,4.2
Hazard Jack,2014,Horror,USA,2.6
Beautiful People,2014,Horror,Italy,3.6
Hartenstraat,2014,Romance,Netherlands,6.3
Chiu kap ging lei yan,2013,Comedy,Hong Kong,5.1
Sotto una buona stella,2014,Comedy,Italy,5.6
Asmodexia,2014,Horror,Spain,4.6
King Naresuan 5,2014,History,Thailand,5.8
Miraklet i Viskan,2015,Drama,Sweden,5.1
Princess Cut,2015,Romance,USA,4.9
Bei tou zou de na wu nian,2013,Romance,China,6.2
Tom wa Jimi,2013,Comedy,Egypt,2.7
Horror Story,2013,Horror,India,4.3
Più buio di mezzanotte,2014,Drama,Italy,6.4
A: Film by Upendra,1998,Drama,India,8.7
Moschettieri a 4 zampe,2014,Family,USA,3.1
Feuten: Het Feestje,2013,Drama,Netherlands,5.6
Sip bun,2013,Drama,South Korea,7.2
Yajamana,2000,Drama,India,7.7
Courting Chaos,2014,Comedy,USA,5.7
Edgar Allan Poe's Lighthouse Keeper,2016,Horror,USA,3.9
Blackbird,2014,Drama,USA,5.5
Camp Harlow,2014,Drama,USA,5.7
My Feral Heart,2016,Drama,UK,6.9
Dioses y perros,2014,Drama,Spain,6.0
The Sector,2016,Sci-Fi,USA,2.9
Fields of the Dead,2014,Horror,USA,2.5
A Fatal Obsession,2015,Thriller,USA,4.1
Burning Kentucky,2019,Thriller,USA,4.4
"Asylum, the Lost Footage",2013,Horror,USA,3.5
Blood Moon,2016,Thriller,USA,4.0
Passage to Mars,2016,Adventure,USA,4.5
Vsyo vklyucheno 2,2013,Comedy,Russia,2.9
Todas las mujeres,2013,Drama,Spain,6.4
Gorko!,2013,Comedy,Russia,5.4
Just Let Go,2015,Drama,USA,6.8
Free Range/Ballaad maailma heakskiitmisest,2013,Drama,Estonia,6.1
À la vie,2014,Drama,France,6.3
Vay Basima Gelenler,2013,Comedy,Turkey,3.4
Iki Kafadar: Chinese Connection,2013,Comedy,Turkey,3.4
Barbecue,2014,Comedy,France,6.1
Bibi & Tina,2014,Fantasy,Germany,4.8
Bloedlink,2014,Thriller,Netherlands,6.1
Arrête ou je continue,2014,Comedy,France,5.8
96 heures,2014,Thriller,France,5.5
Salvation Street,2015,Family,USA,3.2
Knucklebones,2016,Horror,USA,3.6
Jackie Boy,2015,Drama,Canada,5.5
H Project,2013,Horror,Thailand,4.4
October 1,2014,Thriller,Nigeria,6.6
Misfire - Bersaglio mancato,2014,Action,USA,3.2
Ivan syn Amira,2013,Drama,Russia,5.9
Visceral: Entre las cuerdas de la locura,2012,Horror,Chile,4.6
Vidiyum Munn,2013,Thriller,India,7.3
Small Town Hero,2019,Drama,UK,4.0
Patel Ki Punjabi Shaadi,2017,Comedy,India,4.1
A cambio de nada,2015,Drama,Spain,6.5
Minha Mãe é uma Peça 2: O Filme,2016,Comedy,Brazil,6.6
Incidente d'amore,2013,Romance,USA,5.7
Devilish Charm,2014,Thriller,USA,3.4
Adaline,2015,Thriller,USA,3.3
Idharkuthane Aasaipattai Balakumara,2013,Comedy,India,7.1
Collar,2014,Horror,Canada,3.9
Age of Kill,2015,Action,UK,4.1
Obhishopto Nighty,2014,Fantasy,India,5.5
Câinele Japonez,2013,Drama,Romania,6.7
Irre sind männlich,2014,Comedy,Germany,5.7
Duniya,2007,Drama,India,7.2
Le dernier coup de marteau,2014,Drama,France,6.6
Straight Outta Oakland,2014,Drama,USA,6.9
Colpi di fortuna,2013,Comedy,Italy,4.1
Und morgen mittag bin ich tot,2013,Drama,Germany,7.1
Week-ends,2014,Drama,France,5.5
Cardboard Boxer,2016,Drama,USA,6.4
Perdona si te llamo amor,2014,Romance,Spain,6.6
Zawgaty wal kalb,1971,Drama,Egypt,6.7
Poltergeist Activity,2015,Horror,UK,3.1
Pandiya Naadu,2013,Action,India,7.2
6 Candles,2013,Thriller,India,7.0
Naprata,2013,Horror,Serbia,5.9
I Do... Until I Don't,2017,Comedy,USA,4.5
Metropole,2014,Drama,Iran,3.4
Hatsukoi,2013,Drama,Japan,1.3
AmStarDam,2016,Comedy,UK,4.8
Tutta colpa di Freud,2014,Comedy,Italy,6.4
Tierra en la Lengua,2014,Drama,Colombia,6.4
Doreiku: Boku to 23-nin no dorei,2014,Mystery,Japan,4.3
A Wonderful Christmas Time,2014,Comedy,UK,5.4
Solace,2018,Drama,USA,5.1
À 14 ans,2015,Drama,France,4.8
The Redwood Massacre,2014,Horror,UK,3.2
Ink & Steel,2014,Drama,USA,5.7
Oi aisthimaties,2014,Crime,Greece,6.3
Bleeding Heart,2015,Drama,USA,5.1
Stai lontana da me,2013,Comedy,Italy,5.8
"Aram, Aram",2015,Drama,USA,6.5
Wish Man,2019,Biography,USA,7.1
The Gospel of Matthew,2014,Drama,nan,8.0
"Bro, What Happened?",2014,Comedy,USA,3.2
All in All Azhagu Raja,2013,Comedy,India,2.8
SMS,2014,Comedy,France,4.6
The Gospel of Mark,2015,Drama,nan,7.8
Bulg-eun gajog,2013,Drama,South Korea,6.5
Aspirante vedovo,2013,Comedy,Italy,4.7
Qalb el-Asad,2013,Drama,Egypt,3.4
Ukkili kamshat,2014,Drama,Kazakhstan,6.2
American Romance,2016,Thriller,USA,4.0
Intimity,2014,Romance,Czech Republic,6.0
Las Analfabetas,2013,Drama,Chile,6.6
Shorts,2013,Drama,India,6.5
Hard Sell,2016,Comedy,USA,5.6
Weekend,2015,Thriller,Hungary,5.9
Music Teacher,2019,Drama,India,6.3
Kajarya,2013,Drama,India,6.7
Pattam Pole,2013,Romance,India,4.8
A Light Beneath Their Feet,2015,Drama,USA,6.6
"Bai bai, marâno",2013,Drama,Japan,1.0
Brotherly Love,2015,Drama,USA,6.6
Tarok,2013,Drama,Denmark,5.6
Zachariayude Garbhinikal,2013,Drama,India,6.2
"Kumiko, the Treasure Hunter",2014,Drama,USA,6.6
Han Gong-ju,2013,Drama,South Korea,7.2
Todos se van,2015,Drama,Colombia,6.5
November Rule,2015,Comedy,USA,5.4
Ambassada,2013,Comedy,Poland,4.7
Last Summer,2014,Drama,Italy,5.9
Tri mushketera,2013,Adventure,Russia,3.6
Little Miss Perfect,2016,Drama,USA,5.0
Disegno d'amore,2014,Romance,Romania,5.8
C/O Sir,2013,Crime,India,7.3
As Worlds Collide,2018,Thriller,USA,7.1
Iya monogatari: Oku no hito,2013,Drama,Japan,6.9
Le incredibili avventure di Fuku-Chan,2014,Comedy,Japan,6.8
The Atticus Institute,2015,Horror,USA,5.5
Cuando los hijos regresan,2017,Comedy,Mexico,5.3
What We Have,2014,Drama,Canada,5.6
La ignorancia de la sangre,2014,Thriller,Spain,4.9
La sindaca 2,2013,Comedy,Turkey,6.1
Tamam miyiz?,2013,Drama,Turkey,7.0
Pane e burlesque,2014,Comedy,Italy,5.2
Kara Murat: Kara Sövalyeye Karsi,1975,Action,Turkey,6.0
My Dead Boyfriend,2016,Comedy,USA,4.7
Arikil Oraal,2013,Mystery,India,6.0
Sringara Velan,2013,Comedy,India,3.2
Una volta nella vita,2014,Drama,France,7.0
The Runners,2020,Action,USA,4.3
Das Zimmermädchen Lynn,2014,Drama,Germany,6.0
The Journey Is the Destination,2016,Drama,USA,6.3
X Moor,2014,Horror,UK,4.0
Afscheid van de Maan,2014,Drama,Netherlands,6.1
Cassidy Way,2016,Thriller,USA,3.8
The Public,2018,Drama,USA,6.6
You Can't Have It,2017,Thriller,USA,4.1
Frankenstein vs. the Mummy,2015,Horror,USA,3.6
Smosh's If It Were Real Saga,2013,Comedy,USA,6.9
Un boss in salotto,2014,Comedy,Italy,5.6
Oude liefde,2017,Drama,Netherlands,6.1
Herbert,2015,Drama,Germany,7.1
Animals,2014,Drama,USA,6.3
The Sleeping Room,2014,Horror,UK,4.6
"Eila, Rampe ja Likka",2014,Comedy,Finland,5.5
Dubrovskiy,2014,Drama,Russia,5.1
Haunted House on Sorority Row,2014,Horror,USA,4.8
The UnMiracle,2017,Drama,USA,3.9
From what is before,2014,Drama,Philippines,7.8
A Sort of Homecoming,2015,Drama,USA,5.8
In-gan-jung-dok,2014,Drama,South Korea,6.1
Oh My Pyo!,2014,Comedy,India,5.9
Zeus - Una Pasqua da cani,2014,Family,USA,3.5
Eleven Eleven,2018,Comedy,USA,3.6
Klassefesten 2: Begravelsen,2014,Comedy,Denmark,5.8
IRL,2013,Drama,Sweden,5.1
Sa jiao nu ren zui hao ming,2014,Comedy,China,5.9
Escape from Uganda,2013,Thriller,Uganda,5.3
Remake,2014,Drama,Sweden,7.1
Seitenwechsel,2016,Comedy,Germany,5.5
Slender,2016,Thriller,USA,3.1
My Name Is Emily,2015,Drama,Ireland,6.6
Emma,2016,Thriller,USA,3.7
The Axe Murders of Villisca,2016,Horror,USA,4.2
Veeram,2014,Action,India,6.5
Geethanjali,2013,Thriller,India,3.8
Dansen op de vulkaan,2014,Drama,Netherlands,5.9
Bunni,2013,Horror,USA,3.2
Un village presque parfait,2014,Comedy,France,5.9
Doktorspiele,2014,Comedy,Germany,5.4
Crepe nell'asfalto,2014,Drama,Austria,6.7
Ashchorjyo Prodeep,2013,Drama,India,7.1
Thira,2013,Thriller,India,7.3
Imperial Dreams,2014,Drama,USA,6.7
Schuks! Your Country Needs You,2013,Comedy,South Africa,5.1
Apocalypse,2017,Horror,UK,3.3
Soundtrack,2017,Drama,Brazil,7.1
La Santa,2013,Drama,Italy,6.0
Stille hjerte,2014,Drama,Denmark,7.1
Jia aur Jia,2017,Drama,India,4.4
Ostrov vezeniya,2013,Comedy,Russia,2.9
Chop Shop,2018,Horror,USA,3.7
Essex Boys Retribution,2013,Crime,UK,4.1
Don't Go,2018,Mystery,Ireland,5.2
Volantín Cortao,2013,Drama,Chile,6.8
Entertainment,2015,Drama,USA,5.7
Amor de mis amores,2014,Comedy,Mexico,6.2
Ti sam khuen sam 3D,2014,Horror,Thailand,4.9
Peri Masali,2014,Romance,Turkey,4.3
Mc Dandik,2013,Comedy,Turkey,2.1
Festa di matrimonio,2013,Comedy,Turkey,7.1
Kizim için,2013,Drama,Turkey,5.1
VooDoo,2017,Horror,USA,4.3
Un matrimonio da favola,2014,Comedy,Italy,5.6
Five Nights in Maine,2015,Drama,USA,4.6
Stealing Cars,2015,Drama,USA,5.7
Pandavulu Pandavulu Thummeda,2014,Comedy,India,6.4
The Dream Children,2015,Drama,Australia,5.4
Yamikin Ushijima-kun Part 2,2014,Comedy,Japan,6.8
Nightmare 2 - painajainen jatkuu,2014,Horror,Finland,3.4
Soap Opera,2014,Comedy,Italy,5.7
Thiruvilaiyaadal Aarambam,2006,Drama,India,6.4
Stranded,2014,Western,USA,3.0
Werewolf Rising,2014,Horror,USA,2.2
RiffTrax Live: Santa Claus Conquers the Martians,2013,Comedy,USA,6.0
México Bárbaro,2014,Horror,Mexico,4.8
The Arroyo,2014,Drama,USA,6.1
Capace,2017,Drama,Romania,5.9
Antisocial Behavior,2014,Horror,USA,4.3
Respire,2014,Drama,France,7.1
Golpo Holeo Shotti,2014,Horror,India,6.3
Leoni,2015,Comedy,Italy,5.2
Ek Cup Chya,2009,Drama,India,7.6
Guidance,2014,Comedy,Canada,6.2
Bad Hurt,2015,Drama,USA,5.9
The Burning Dead,2015,Horror,USA,2.2
Nadodi Mannan,2013,Drama,India,2.8
Texas Rein,2016,Family,USA,4.5
"Fermín, glorias del tango",2014,Drama,Argentina,6.7
The Library,2013,Sci-Fi,USA,3.6
666: Kreepy Kerry,2014,Horror,USA,2.3
Legend,2015,Horror,USA,3.4
The Mummy Resurrected,2014,Horror,USA,1.8
Unknown Caller - Indizi da uno sconosciuto,2014,Thriller,USA,4.1
Artist,2013,Drama,India,7.1
Erkekler,2013,Comedy,Turkey,4.7
El Ciudadano Kramer,2013,Comedy,Chile,4.8
The Blackburn Asylum,2015,Horror,Canada,3.8
Punyalan Agarbattis,2013,Comedy,India,7.1
Helm Aziz,2012,Drama,Egypt,5.3
The3Tails Movie: A Mermaid Adventure,2015,Family,USA,3.0
Texas Heart,2016,Drama,USA,5.9
Night of the Living Dead,2014,Horror,USA,5.1
Decor,2014,Drama,Egypt,7.2
Mehmouniye Kami,2013,Drama,Iran,4.1
Rosemont,2015,Drama,USA,6.4
Saa'a wi Nos,2012,Drama,Egypt,7.1
Christmas in the Heartland,2018,Family,USA,5.9
Parkoló,2014,Drama,Hungary,6.8
Senin Hikayen,2013,Drama,Turkey,5.8
Lost After Dark,2015,Horror,Canada,4.8
El club de los buenos infieles,2017,Comedy,Spain,5.5
N'importe qui,2014,Comedy,France,5.0
Bon rétablissement !,2014,Comedy,France,5.8
Past Tense,2015,Drama,USA,6.5
Toilet Stories,2014,Comedy,Germany,5.8
La prima volta di mia figlia,2015,Comedy,Italy,5.2
Botte da prof.,2017,Comedy,USA,5.6
Einstein and Einstein,2013,Drama,China,7.5
We Are Monster,2014,Drama,UK,4.9
Oblivion Season,2014,Drama,Iran,6.6
Sar Be Moohr,2013,Drama,Iran,5.1
Byeon-ho-in,2013,Drama,South Korea,7.7
Chemical Cut,2016,Drama,USA,5.4
Discount,2014,Comedy,France,6.2
Glassland,2014,Drama,Ireland,6.0
Will You Marry Me,2012,Comedy,India,4.6
Puriyaadha Pudhir,2017,Thriller,India,6.6
Dismembering Christmas,2015,Horror,USA,4.2
O'Hellige Jul!,2013,Horror,Norway,5.0
Narbachi Wadi,2013,Comedy,India,7.5
Fushigi na misaki no monogatari,2014,Drama,Japan,6.1
Amiche all'improvviso,2017,Comedy,UK,5.9
Shovel Buddies,2016,Drama,USA,5.0
Lasa y Zabala,2014,Thriller,Spain,6.1
Indovina chi viene a Natale?,2013,Comedy,Italy,5.4
Lan gun fu dou lan gun qi,2013,Comedy,Hong Kong,5.2
Bu Iste Bir Yalnizlik Var,2013,Romance,Turkey,5.7
Thirumannam Ennum Nikkah,2014,Romance,India,5.1
Bad Fucking,2013,Comedy,Austria,5.3
Febrayer Al Eswed,2013,Comedy,Egypt,7.0
Soromon no gishou,2015,Thriller,Japan,6.5
Hana to hebi: Zero,2014,Thriller,Japan,4.9
Tamo Junto,2016,Comedy,Brazil,5.8
La Cara del Diablo,2014,Horror,Peru,3.0
La delgada línea amarilla,2015,Drama,Mexico,7.4
O Homem das Multidões,2013,Drama,Brazil,6.5
Ezhu Sundara Rathrikal,2013,Family,India,5.1
Mahoro ekimae kyôsôkyoku,2014,Comedy,Japan,6.6
Familienfieber,2014,Comedy,Germany,5.6
Huset,2016,Thriller,Norway,4.5
Rabbit Days,2016,Thriller,USA,5.5
Heung Gong zai,2014,Family,Hong Kong,6.2
Çilgin Dersane 3,2014,Comedy,Turkey,2.0
"Sarnie zniwo, czyli Pokusa statuetkowego szlaku",2006,Comedy,Poland,6.4
Away,2016,Drama,UK,6.8
Knutsen & Ludvigsen og den fæle Rasputin,2015,Animation,Norway,5.8
Le grand homme,2014,Drama,France,6.7
The King of the Streets,2012,Action,China,4.9
Le jeu de la vérité,2014,Comedy,France,4.5
All the Birds Have Flown South,2016,Thriller,USA,7.6
No Letting Go,2015,Drama,USA,6.6
Born to Win,2014,Drama,South Africa,5.4
Cake,2014,Drama,USA,6.4
Historias del canal,2014,Drama,Panama,7.1
Lock In,2014,Horror,UK,2.4
Before Someone Gets Hurt,2018,Horror,USA,3.3
Broke,2016,Drama,Australia,6.2
In un posto bellissimo,2015,Drama,Italy,6.5
Bodybuilder,2014,Drama,France,6.1
Dorchester's Revenge: The Return of Crinoline Head,2014,Horror,USA,3.2
Found Footage 3D,2016,Horror,USA,5.2
Deulgae,2013,Drama,South Korea,6.2
Más negro que la noche,2014,Horror,Mexico,4.2
"Bystree, chem kroliki",2014,Comedy,Russia,6.1
Sürgün Inek,2014,Comedy,Turkey,5.2
10 Days in a Madhouse,2015,Drama,USA,6.3
Jugni,2016,Drama,India,6.3
Mercuriales,2014,Drama,France,6.3
Anderswo,2014,Drama,Germany,6.7
A Hora e a Vez de Augusto Matraga,2011,Drama,Brazil,7.0
El destierro,2015,Drama,Spain,6.5
Luk fuk hei si,2014,Comedy,Hong Kong,4.8
Girl's Blood,2014,Action,Japan,5.5
Fort Tilden,2014,Comedy,USA,5.4
Prästen i paradiset,2015,Comedy,Sweden,4.4
Brabançonne,2014,Musical,Belgium,6.0
De ontsnapping,2015,Drama,Netherlands,5.7
Inga Enna Solluthu,2014,Comedy,India,2.2
"Sympathy, Said the Shark",2015,Thriller,USA,5.0
Spyfall,2014,Comedy,Canada,1.3
Tekken: A Man Called X,2014,Action,USA,2.8
Wiener Dog Internationals,2017,Family,USA,4.5
Halam Geldi,2013,Drama,Turkey,7.2
Tai hong tai hien,2014,Horror,Thailand,4.3
Bai fa mo nu zhuan zhi ming yue tian guo,2014,Fantasy,China,5.4
Fuerzas Especiales,2014,Comedy,Chile,3.2
Romeo E Giulietta: Il Musical 2014,2014,Romance,USA,5.3
Dragons of Camelot,2014,Fantasy,USA,2.3
Resurrection,2017,Drama,Belgium,6.3
Up in the Wind,2013,Comedy,China,5.0
La punta del iceberg,2016,Thriller,Spain,5.8
Jack,2014,Drama,Germany,7.3
Macondo,2014,Drama,Austria,6.6
Che khoobe ke bargashti,2013,Comedy,Iran,3.0
Granny's House,2015,Thriller,USA,4.0
Sag Salim 2: Sil Bastan,2014,Comedy,Turkey,5.0
Little Forest: Summer/Autumn,2014,Drama,Japan,7.8
Little Forest: Winter/Spring,2015,Drama,Japan,7.8
The House of Him,2014,Horror,UK,5.2
Balyakalasakhi,2014,Romance,India,5.1
Maestro,2014,Comedy,France,6.8
Recep Ivedik 4,2014,Comedy,Turkey,3.7
Pays,2016,Drama,Canada,6.5
Mio Dio 3,2014,Comedy,Turkey,5.9
The Royal Bengal Tiger,2014,Thriller,India,6.9
Hanadama,2014,Horror,Japan,5.4
Almost Mercy,2015,Horror,USA,6.0
Friends and Romans,2014,Comedy,USA,7.5
Chocolate City,2015,Drama,USA,3.9
Bad Roomies,2015,Comedy,USA,5.1
Wkreceni,2014,Comedy,Poland,4.5
La sedia della felicita,2013,Comedy,Italy,6.1
Ein proletarisches Wintermärchen,2014,Comedy,Germany,6.4
The Congressman,2016,Drama,USA,6.3
Malevolence 3: Killer,2018,Horror,USA,5.6
Cinematic Titanic: The Alien Factor,2010,Comedy,USA,7.5
Cinematic Titanic: Danger on Tiki Island,2010,Comedy,USA,7.4
Kombinat 'Nadezhda',2014,Drama,Russia,6.5
L'apôtre,2014,Drama,France,7.2
Boots on the Ground,2017,Horror,UK,3.6
Las ovejas no pierden el tren,2014,Comedy,Spain,5.6
El incendio,2015,Drama,Argentina,6.3
Chandamama Kathalu,2014,Drama,India,7.1
Das Sommerhaus,2014,Drama,Germany,6.0
Black Ruby,2017,Drama,USA,6.3
Fastlife,2014,Comedy,France,4.4
Moordan Be Vaghte Shahrivar,2014,Drama,Iran,4.2
K3 Dierenhotel,2014,Family,Belgium,5.7
Love's Coming,2014,Romance,Thailand,6.6
Sognando il Nord,2015,Comedy,Spain,5.8
Kikaidâ Reboot,2014,Action,Japan,5.6
Valentin Valentin,2014,Crime,France,5.4
Gli invisibili,2014,Drama,USA,5.7
Bachelors,2015,Comedy,USA,3.9
Strive,2019,Drama,USA,8.7
Ya-gan-bi-haeng,2014,Drama,South Korea,7.6
A Girl Like Grace,2015,Drama,USA,5.9
Asabani nistam!,2014,Drama,Iran,6.8
ärtico,2014,Drama,Spain,5.9
Emrouz,2014,Drama,Iran,6.1
Excuse My French,2014,Comedy,Egypt,7.7
Me horis gynaikes,2014,Comedy,Greece,4.5
Devil Within,2019,Thriller,USA,4.9
The List,2015,Drama,USA,6.4
Youngistaan,2014,Drama,India,5.1
Teenage Kung Fu Cottontails,2014,Fantasy,USA,7.2
Hot Property,2016,Comedy,UK,4.0
Welcome to Curiosity,2018,Thriller,UK,5.0
Halfway,2016,Drama,USA,6.1
Eva Braun,2015,Drama,Italy,3.3
The Secret Handshake,2015,Family,USA,5.6
Fair Haven,2016,Drama,USA,6.7
I combattenti,2015,Action,USA,4.6
Melbourne,2014,Drama,Iran,6.4
The Lighthouse,2016,Thriller,UK,5.3
Phi chai,2014,Drama,Thailand,6.5
Spiral - Giochi di potere,2014,Action,Russia,3.9
Saihate nite,2014,Drama,Japan,7.1
Ghesse-ha,2014,Drama,Iran,7.0
Arayesh-e ghaliz,2014,Drama,Iran,4.8
Amore oggi,2014,Comedy,Italy,5.9
Starting Over Again,2014,Drama,Philippines,7.1
Como funcionan casi todas las cosas,2015,Drama,Argentina,6.7
River of Fundament,2014,Drama,USA,7.0
Meadowland - Scomparso,2015,Drama,USA,5.8
A esmorga,2014,Drama,Spain,6.4
"10,000 Days",2014,Sci-Fi,USA,2.7
FPS: First Person Shooter,2014,Horror,Germany,4.2
La prima luce,2015,Drama,Italy,6.2
Traders,2015,Thriller,Ireland,6.2
Creepers,2014,Horror,USA,5.3
The Wedlock,2014,Drama,Iran,6.2
Kill That Bitch,2014,Horror,USA,4.3
The Grief of Others,2015,Drama,USA,6.3
Within These Walls,2015,Horror,USA,3.1
The Mirror,2014,Horror,UK,4.3
Aardvark,2017,Drama,USA,4.5
The Linda Vista Project,2015,Horror,USA,3.1
Chasing the Devil,2014,Horror,USA,5.0
Magi,2016,Horror,Turkey,5.5
La ballata di Gregorio Cortez,1982,Western,USA,6.9
Le puits,2015,Drama,Algeria,7.5
Boologam,2015,Action,India,5.8
W. - Witse de film,2014,Crime,Belgium,6.1
Tiempo sin aire,2015,Drama,Spain,6.4
Kami no tsuki,2014,Drama,Japan,6.9
Una donna per amica,2014,Comedy,Italy,5.3
I nostri ragazzi,2014,Drama,Italy,6.6
Third Eye,2014,Horror,Philippines,3.7
The Middle of X,2018,Drama,USA,3.7
Zimniy put,2013,Drama,Russia,6.9
Arise from Darkness,2016,Thriller,USA,7.6
The Exorcism of Anna Ecklund,2016,Horror,UK,2.4
Dance Baby Dance,2018,Drama,USA,6.1
Geronimo,2014,Romance,France,6.3
Songs My Brothers Taught Me,2015,Drama,USA,6.9
Pakida,2014,Thriller,India,5.2
No Solicitors,2015,Horror,USA,4.4
Hollidaysburg,2014,Comedy,USA,5.8
Kathai Thiraikathai Vasanam Iyakkam,2014,Drama,India,6.8
Next to Her,2014,Drama,Israel,7.1
Ju-on: Owari no hajimari,2014,Horror,Japan,5.2
Spirits,2014,Horror,USA,3.8
Hood,2015,Action,USA,2.9
Chirodini Tumi Je Amar 2,2014,Drama,India,7.5
12 cani sotto l'albero,2014,Family,USA,4.9
Strana Oz,2015,Comedy,Russia,6.9
Essex Vendetta,2016,Drama,UK,3.0
Warrior Assassin,2013,Action,China,2.9
Heidi,2014,Horror,USA,4.7
The Bet,2016,Comedy,USA,4.0
Alik Sukh - A tale of fleeting happiness,2013,Drama,India,7.1
Hero of the Underworld,2016,Drama,USA,4.0
Unga Sophie Bell,2014,Drama,Sweden,5.8
Bigfoot vs. D.B. Cooper,2014,Horror,USA,1.4
Os fenómenos,2014,Drama,Spain,6.5
Courier X,2016,Drama,USA,5.8
Global Baba,2016,Thriller,India,5.7
Belye nochi pochtalyona Alekseya Tryapitsyna,2014,Drama,Russia,7.1
Trapped Abroad,2014,Action,Mongolia,7.9
Condotta,2014,Drama,Cuba,7.6
Fuego,2014,Drama,Spain,6.0
Plan Z,2016,Horror,UK,4.8
3 Türken & ein Baby,2015,Comedy,Germany,5.5
Swearnet Live,2014,Comedy,Canada,4.6
Street,2015,Action,USA,4.6
Allegiance of Powers,2016,Sci-Fi,USA,3.5
Kaip pavogti zmona,2013,Comedy,Lithuania,7.1
Black Fly,2014,Thriller,Canada,5.9
Sink,2015,Drama,South Africa,8.1
Tom Holland's Twisted Tales,2014,Horror,USA,4.1
Mommy,2014,Drama,Canada,8.1
Bowling Balls,2014,Comedy,Belgium,5.5
Amici come noi,2014,Comedy,Italy,4.8
Bikini Girls v Dinosaurs,2014,Sci-Fi,UK,2.3
Semana Santa,2015,Drama,Mexico,6.1
The Chemist,2016,Action,USA,3.5
The Big Fat Stone,2014,Drama,Canada,5.3
Condemned,2015,Horror,nan,3.6
Don't Fuck in the Woods,2016,Horror,USA,2.7
Lyogok na pomine,2014,Comedy,Russia,4.7
Nergis Hanim,2014,Drama,Turkey,6.4
Noi 4,2014,Comedy,Italy,6.3
Eight,2016,Drama,Australia,5.3
Rodina,2015,Drama,Russia,5.4
Oi chum mai,2014,Drama,Hong Kong,4.9
Mutant World,2014,Sci-Fi,Canada,2.8
Umi wo kanjiru toki,2014,Drama,Japan,5.6
Los amigos raros,2014,Drama,Spain,6.2
Like You Mean It,2015,Drama,USA,5.6
State Like Sleep,2018,Drama,USA,4.4
Bunnyman Vengeance,2017,Horror,USA,3.0
Monkey Business - Una scimmietta dispettosa,2015,Family,nan,5.8
Arkham Sanitarium: Soul Eater,2014,Horror,USA,2.2
"Armenia, My Love...",2016,Drama,USA,8.0
Banana,2015,Comedy,Italy,6.8
The Other Side of November,2016,Drama,Canada,7.0
Dangerous Mind of a Hooligan,2014,Crime,UK,3.3
I Smile Back,2015,Drama,USA,6.1
Risto Räppääjä ja Sevillan saituri,2015,Family,Finland,5.1
Element,2016,Thriller,USA,3.4
Momo superstar,2014,Family,Canada,4.6
Hai kikku enjerusu,2014,Action,Japan,6.9
Roh's Beauty,2014,Drama,Egypt,3.5
Ti sposo ma non troppo,2014,Comedy,Italy,5.4
Bikini Swamp Girl Massacre,2014,Horror,USA,2.8
ID2: Shadwell Army,2016,Action,UK,4.3
Scramble,2017,Crime,nan,2.7
Ivan and the Dogs,2017,Drama,UK,6.7
Superpai,2015,Comedy,Brazil,5.5
Reipu zonbi: Lust of the dead - kurôn miko taisen,2014,Horror,Japan,4.2
Xoca,2012,Drama,Azerbaijan,7.1
Vampyres,2015,Horror,Spain,3.2
Mandira Filozofu,2013,Comedy,Turkey,6.7
Diamante nero,2014,Drama,France,6.9
Vedivazhipadu,2013,Comedy,India,5.2
Cel ales,2015,Drama,Romania,7.1
Party Girl,2014,Drama,France,6.4
Gruber geht,2015,Drama,Austria,7.0
Shiraz - La città delle rose,2015,Thriller,USA,6.1
Dohee-ya,2014,Drama,South Korea,6.9
Belzebuth,2017,Horror,Mexico,6.0
Bensiz,2014,Drama,Turkey,4.6
So B. It,2016,Drama,USA,6.6
Sicarivs: La noche y el silencio,2015,Thriller,Spain,6.4
Beach Massacre at Kill Devil Hills,2016,Horror,USA,2.8
Copa de Elite,2014,Comedy,Brazil,4.1
Scarewaves,2014,Horror,USA,4.3
Doctor Omar's Gang,2007,Comedy,Egypt,4.6
Closer,2015,Drama,Iran,5.7
Boss,2013,Action,India,5.8
Tutti pazzi in casa mia,2014,Comedy,France,5.7
Fen shou da shi,2014,Comedy,China,4.2
Vestido Pra Casar,2014,Comedy,Brazil,4.3
Natural Born Pranksters,2016,Comedy,USA,3.6
Hardkor Disko,2014,Drama,Poland,5.6
Praise the Lord,2014,Drama,India,3.0
Cómo sobrevivir a una despedida,2015,Comedy,Spain,4.5
Pottersville,2017,Comedy,USA,5.3
Voyage en Chine,2015,Drama,France,6.5
Dekh Tamasha Dekh,2014,Comedy,India,6.1
Luokkakokous,2015,Comedy,Finland,5.2
Kurage hime,2014,Comedy,Japan,6.1
Life Is Elsewhere,2014,Drama,Iran,5.5
"Har shab, tanhayi",2007,Drama,Iran,4.5
Un fidanzato per mia moglie,2014,Comedy,Italy,5.5
Male stluczki,2014,Drama,Poland,5.6
Gyeongju,2014,Drama,South Korea,7.0
Skoryy 'Moskva-Rossiya',2014,Comedy,Russia,3.2
